chinese_name,english_name,monster_id,source,size,swarm,swarm_size,type,sub_type,alignment,ac,hp,speed,initiative,strength,dexterity,constitution,intelligence,wisdom,charisma,skills,damage_vulnerabilities,damage_resistances,damage_immunities,equipment,senses,languages,challenge_rating,proficiencies,sections
蟒蛇,Constrictor Snake,MM25_Prof2_CR1_4_constrictor_snake,MM25,['大型'],False,,野兽,,无阵营,13,13（2d10+2）,30尺，游泳30尺,+2（12）,"{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '1', 'mod': '-5', 'save': '-5'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '3', 'mod': '-4', 'save': '-4'}",察觉+2，隐匿+4,,,,,盲视10尺；被动察觉12,无,1/4,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>啃咬Bite。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>6（1d8+2）钝击伤害。<br/>\n<strong>绞缠Constrict。</strong><em>力量豁免检定：</em>DC12，单一5尺内体型不超过中型且蟒蛇可见的生物。<em>失败：</em>7（3d4）钝击伤害，且目标陷入<u>受擒</u>状态（逃脱DC12）。\n</p>'}]"
蟹,Crab,MM25_Prof2_CR0_crab,MM25,['微型'],False,,野兽,,无阵营,11,3（1d4+1）,20尺，游泳20尺,+0（10）,"{'scores': '6', 'mod': '-2', 'save': '-2'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '1', 'mod': '-5', 'save': '-5'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '2', 'mod': '-4', 'save': '-4'}",隐匿+2,,,,,盲视30尺；被动察觉9,无,0,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>水陆两栖Amphibious。</strong>蟹可以在空气和水中呼吸。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>钳击Claw。</strong><em>近战攻击检定：</em>+2，触及5尺。<em>命中：</em>1钝击伤害。\n</p>'}]"
血鹰,Blood Hawk,MM25_Prof2_CR1_8_blood_hawk,MM25,['小型'],False,,野兽,,无阵营,12,7（2d6）,10尺，飞行60尺,+2（12）,"{'scores': '6', 'mod': '-2', 'save': '-2'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '3', 'mod': '-4', 'save': '-4'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '5', 'mod': '-3', 'save': '-3'}",察觉+6,,,,,被动察觉16,无,1/8,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>集群战术Pack Tactics。</strong>若血鹰的攻击目标生物5尺内存在有至少一名血鹰未<u>失能</u>的盟友，则血鹰对该生物进行的攻击检定具有优势。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>喙啄Beak。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>4（1d4+2）穿刺伤害，若目标处于<u>浴血</u>则改为6（1d8+2）穿刺伤害。\n</p>'}]"
象,Elephant,MM25_Prof2_CR4_elephant,MM25,['巨型'],False,,野兽,,无阵营,12,76（8d12+24）,40尺,-1（9）,"{'scores': '22', 'mod': '+6', 'save': '+6'}","{'scores': '9', 'mod': '-1', 'save': '-1'}","{'scores': '17', 'mod': '+3', 'save': '+3'}","{'scores': '3', 'mod': '-4', 'save': '-4'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '6', 'mod': '-2', 'save': '-2'}",,,,,,被动察觉10,无,4,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>象发动两次顶撞攻击。<br/>\n<strong>顶撞Gore。</strong><em>近战攻击检定：</em>+8，触及5尺。<em>命中：</em>15（2d8+6）穿刺伤害。若象在此次攻击前立即向着该目标直线移动了20+尺，且目标生物体型不超过巨型，则目标陷入<u>倒地</u>状态。\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>践踏Trample。</strong><em>敏捷豁免检定：</em>DC16，单一5尺内处于<u>倒地</u>状态的生物。<em>失败：</em>17（2d10+6）钝击伤害。<em>成功：</em>半伤。\n</p>'}]"
豹,Panther,MM25_Prof2_CR1_4_panther,MM25,['中型'],False,,野兽,,无阵营,13,13（3d8）,50尺，攀爬40尺,+3（13）,"{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '3', 'mod': '-4', 'save': '-4'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '7', 'mod': '-2', 'save': '-2'}",察觉+4，隐匿+7,,,,,黑暗视觉60尺；被动察觉14,无,1/4,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>撕裂Rend。</strong><em>近战攻击检定：</em>+5，触及5尺。<em>命中：</em>6（1d6+3）挥砍伤害。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>迅捷逃逸Nimble Escape。</strong>豹执行<u>撤离</u>或<u>躲藏</u>动作。\n</p>'}]"
赤鹿,Elk,MM25_Prof2_CR1_4_elk,MM25,['大型'],False,,野兽,,无阵营,10,11（2d10）,50尺,+0（10）,"{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '6', 'mod': '-2', 'save': '-2'}",察觉+2,,,,,黑暗视觉60尺；被动察觉12,无,1/4,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>顶撞Gore。</strong><em>近战攻击检定：</em>+5，触及5尺。<em>命中：</em>6（1d6+3）钝击伤害。若赤鹿在此次攻击前立即向着该目标直线移动了20+尺，且目标生物体型不超过大型，则目标额外受到3（1d6）钝击伤害并陷入<u>倒地</u>状态。\n</p>'}]"
野猪,Boar,MM25_Prof2_CR1_4_boar,MM25,['中型'],False,,野兽,,无阵营,11,13（2d8+4）,40尺,+0（10）,"{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '9', 'mod': '-1', 'save': '-1'}","{'scores': '5', 'mod': '-3', 'save': '-3'}",,,,,,被动察觉9,无,1/4,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>浴血狂怒Bloodied Fury。</strong>野猪在浴血期间进行的攻击检定具有优势。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>顶撞Gore。</strong><em>近战攻击检定：</em>+3，触及5尺。<em>命中：</em>4（1d6+1）穿刺伤害。若野猪在此次攻击前立即向着该目标直线移动了20+尺，且目标生物体型不超过中型，则目标额外受到3（1d6）穿刺伤害并陷入<u>倒地</u>状态。\n</p>'}]"
隼,Hawk,MM25_Prof2_CR0_hawk,MM25,['微型'],False,,野兽,,无阵营,13,1（1d4-1）,10尺，飞行60尺,+3（13）,"{'scores': '5', 'mod': '-3', 'save': '-3'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '6', 'mod': '-2', 'save': '-2'}",察觉+6,,,,,被动察觉16,无,0,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>禽爪Talons。</strong><em>近战攻击检定：</em>+5，触及5尺。<em>命中：</em>1挥砍伤害。\n</p>'}]"
食人鱼,Piranha,MM25_Prof2_CR0_piranha,MM25,['微型'],False,,野兽,,无阵营,13,1（1d4-1）,5尺，游泳40尺,+3（13）,"{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '9', 'mod': '-1', 'save': '-1'}","{'scores': '1', 'mod': '-5', 'save': '-5'}","{'scores': '7', 'mod': '-2', 'save': '-2'}","{'scores': '2', 'mod': '-4', 'save': '-4'}",,,,,,黑暗视觉60尺；被动察觉8,无,0,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>水下呼吸Water Breath。</strong>食人鱼只能在水下呼吸。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>啃咬Bite。</strong><em>近战攻击检定：</em>+5（若目标生命值未满则具有优势），触及5尺。<em>命中：</em>1穿刺伤害。\n</p>'}]"
驮用马,Draft Horse,MM25_Prof2_CR1_4_draft_horse,MM25,['大型'],False,,野兽,,无阵营,10,15（2d10+4）,40尺,+0（10）,"{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '7', 'mod': '-2', 'save': '-2'}",,,,,,被动察觉10,无,1/4,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>蹄击Hooves。</strong><em>近战攻击检定：</em>+6，触及5尺。<em>命中：</em>6（1d4+4）钝击伤害。\n</p>'}]"
骆驼,Camel,MM25_Prof2_CR1_8_camel,MM25,['大型'],False,,野兽,,无阵营,10,17（2d10+6）,50尺,-1（9）,"{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '17', 'mod': '+3', 'save': '+5'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '5', 'mod': '-3', 'save': '-3'}",,,,,,黑暗视觉60尺；被动察觉10,无,1/8,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>啃咬Bite。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>4（1d4+2）钝击伤害。\n</p>'}]"
骡,Mule,MM25_Prof2_CR1_8_mule,MM25,['中型'],False,,野兽,,无阵营,10,11（2d8+2）,40尺,+0（10）,"{'scores': '14', 'mod': '+2', 'save': '+4'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '5', 'mod': '-3', 'save': '-3'}",,,,,,被动察觉10,无,1/8,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>驮兽Beast of Burden。</strong>在决定骡的载重能力时，其被视为更大一级的体型。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>蹄击Hooves。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>4（1d4+2）钝击伤害。\n</p>'}]"
鬣狗,Hyena,MM25_Prof2_CR0_hyena,MM25,['中型'],False,,野兽,,无阵营,11,5（1d8+1）,50尺,+1（11）,"{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '5', 'mod': '-3', 'save': '-3'}",察觉+3,,,,,黑暗视觉60尺；被动察觉13,无,0,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>集群战术Pack Tactics。</strong>若鬣狗的攻击目标生物5尺内存在有至少一名鬣狗未<u>失能</u>的盟友，则鬣狗对该生物进行的攻击检定具有优势。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>啃咬Bite。</strong><em>近战攻击检定：</em>+2，触及5尺。<em>命中：</em>3（1d6）穿刺伤害。\n</p>'}]"
鳄鱼,Crocodile,MM25_Prof2_CR1_2_crocodile,MM25,['大型'],False,,野兽,,无阵营,12,13（2d10+2）,20尺，游泳30尺,+0（10）,"{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '13', 'mod': '+1', 'save': '+3'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '5', 'mod': '-3', 'save': '-3'}",隐匿+2,,,,,被动察觉10,无,1/2,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>屏息Hold Breath。</strong>鳄鱼可以屏息一小时。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>啃咬Bite。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>6（1d8+2）穿刺伤害。若目标生物体型不超过中型，则其还会陷入<u>受擒</u>状态（逃脱DC15）。受擒期间，目标还会陷入<u>束缚</u>状态。\n</p>'}]"
鹰,Eagle,MM25_Prof2_CR0_eagle,MM25,['小型'],False,,野兽,,无阵营,12,4（1d6+1）,10尺，飞行60尺,+2（12）,"{'scores': '6', 'mod': '-2', 'save': '-2'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '7', 'mod': '-2', 'save': '-2'}",察觉+6,,,,,被动察觉16,无,0,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>禽爪Talons。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>4（1d4+2）挥砍伤害。\n</p>'}]"
鹿,Deer,MM25_Prof2_CR0_deer,MM25,['中型'],False,,野兽,,无阵营,13,4（1d8）,50尺,+3（13）,"{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '5', 'mod': '-3', 'save': '-3'}",察觉+4,,,,,黑暗视觉60尺；被动察觉14,无,0,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>机敏Agile。</strong>鹿离开敌人的触及范围时不会引发<u>借机攻击</u>。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>冲撞Ram。</strong><em>近战攻击检定：</em>+2，触及5尺。<em>命中：</em>2（1d4）钝击伤害。\n</p>'}]"
黑熊,Black Bear,MM25_Prof2_CR1_2_black_bear,MM25,['中型'],False,,野兽,,无阵营,11,19（3d8+6）,30尺，攀爬30尺，游泳30尺,+1（11）,"{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '7', 'mod': '-2', 'save': '-2'}",察觉+5,,,,,黑暗视觉60尺；被动察觉15,无,1/2,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>黑熊发动两次撕裂攻击。<br/>\n<strong>撕裂Rend。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>5（1d6+2）挥砍伤害。\n</p>'}]"
鼠,Rat,MM25_Prof2_CR0_rat,MM25,['微型'],False,,野兽,,无阵营,10,1（1d4-1）,20尺，攀爬20尺,+0（10）,"{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '9', 'mod': '-1', 'save': '-1'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '4', 'mod': '-3', 'save': '-3'}",察觉+2,,,,,黑暗视觉30尺；被动察觉12,无,0,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>机敏Agile。</strong>鼠移动离开敌人的触及范围时不会引发<u>借机攻击</u>。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>啃咬Bite。</strong><em>近战攻击检定：</em>+2，触及5尺。<em>命中：</em>1穿刺伤害。\n</p>'}]"
鼬,Weasel,MM25_Prof2_CR0_weasel,MM25,['微型'],False,,野兽,,无阵营,13,1（1d4-1）,30尺，攀爬30尺,+3（13）,"{'scores': '3', 'mod': '-4', 'save': '-4'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '2', 'mod': '-4', 'save': '-4'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '3', 'mod': '-4', 'save': '-4'}",特技+5，察觉+3，隐匿+5,,,,,黑暗视觉60尺；被动察觉13,无,0,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>啃咬Bite。</strong><em>近战攻击检定：</em>+5，触及5尺。<em>命中：</em>1穿刺伤害。\n</p>'}]"
伪龙,Pseudodragon,MM25_Prof2_CR1_4_pseudodragon,MM25,['微型'],False,,龙类,,中立善良,14,10（3d4+3）,15尺，飞行60尺,+2（12）,"{'scores': '6', 'mod': '-2', 'save': '-2'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '10', 'mod': '+0', 'save': '+0'}",察觉+5，隐匿+4,,,,,盲视10尺，黑暗视觉60尺；被动察觉15,理解通用语和龙语，但不会说,1/4,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>魔法抗性Magic Resistance。</strong>伪龙对抗法术和其他魔法效应时进行的豁免检定具有优势。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>伪龙发动两次啃咬攻击。<br/>\n<strong>啃咬Bite。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>4（1d4+2）穿刺伤害。<br/>\n<strong>蛰刺Sting。</strong><em>体质豁免检定：</em>DC12，单一5尺内伪龙可见的生物。<em>失败：</em>5（2d4）毒素伤害，且目标陷入<u>中毒</u>状态，持续1小时。失败差值5或更多：目标在中毒期间还会陷入<u>昏迷</u>状态，昏迷在其受到伤害或被目标5尺内的一名生物用一个动作摇醒时提前结束。\n</p>'}]"
半龙,Half-Dragon,MM25_Prof3_CR5_half-dragon,MM25,['中型'],False,,龙类,,中立,18,105（14d8+42）,40尺,+5（15）,"{'scores': '19', 'mod': '+4', 'save': '+4'}","{'scores': '14', 'mod': '+2', 'save': '+5'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '15', 'mod': '+2', 'save': '+5'}","{'scores': '14', 'mod': '+2', 'save': '+2'}",运动+7，察觉+5，隐匿+5,,下文中龙族起源特质所选的伤害类型,,,盲视10尺， 黑暗视觉60尺，被动察觉15,通用语，龙语,5,+3,"[{'title': '特质Traits', 'content': '<p>\n<strong>龙族起源Draconic Origin。</strong>半龙和某种龙类的联系令其与下列伤害类型中的一种相关联（由DM选择）：强酸、寒冷、火焰、闪电、毒素。这一选择会影响数据卡的其他部分。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>半龙发动两次爪击攻击。<br/>\n<strong>爪击Claw。</strong><em>近战攻击检定：</em>+7，触及10尺。<em>命中：</em>6（1d4+4）挥砍伤害外加7（2d6）伤害，类型为龙族起源特质所选的伤害类型。<br/>\n<strong>龙之吐息Dragon’s Breath（充能5~6）。</strong><em>敏捷豁免检定：</em>DC14，30尺<u>锥状</u>区域内的每名生物。<em>失败：</em>28（8d6）伤害，类型为龙族起源特质所选的伤害类型。<em>成功：</em>半伤。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>跳跃Leap。</strong>半龙消耗10尺移动力跳跃至多30尺。\n</p>'}]"
飞龙,Wyvern,MM25_Prof3_CR6_wyvern,MM25,['大型'],False,,龙类,,无阵营,14,127（15d10+45）,30尺，飞行80尺,+0（10）,"{'scores': '19', 'mod': '+4', 'save': '+4'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '5', 'mod': '-3', 'save': '-3'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '6', 'mod': '-2', 'save': '-2'}",察觉+4,,,,,黑暗视觉120尺；被动察觉14,无,6,+3,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>飞龙发动一次啃咬攻击和一次刺针攻击。<br/>\n<strong>啃咬Bite。</strong><em>近战攻击检定：</em>+7，触及5尺。<em>命中：</em>13（2d8+4）穿刺伤害。<br/>\n<strong>刺针Sting。</strong><em>近战攻击检定：</em>+7，触及10尺。<em>命中：</em>11（2d6+4）穿刺伤害外加24（7d6）毒素伤害，且目标陷入<u>中毒</u>状态，直至飞龙的下个回合开始。\n</p>'}]"
龙龟,Dragon Turtle,MM25_Prof6_CR17_dragon_turtle,MM25,"['巨型', '超巨型']",False,,龙类,,中立,20,356（23d20+115）,20尺，游泳50尺,+6（16）,"{'scores': '25', 'mod': '+7', 'save': '+7'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '20', 'mod': '+5', 'save': '+11'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+7'}","{'scores': '12', 'mod': '+1', 'save': '+1'}",,,火焰,,,黑暗视觉120尺；被动察觉11,龙语，原初语（水族语）,17,+6,"[{'title': '特质Traits', 'content': '<p>\n<strong>水陆两栖 Amphibious。</strong>龙龟可以在空气和水中呼吸。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击 Multiattack。</strong>龙龟发动三次啃咬攻击。其可以将其中一次攻击替换为一次尾击攻击。<br/>\n<strong>啃咬 Bite。</strong><em>近战攻击检定：</em>+13，触及15尺。<br/>\n<em>命中：</em>23（3d10+7）穿刺伤害外加7（2d6）火焰伤害。身处水下无法获得对此火焰伤害的抗性。<br/>\n<strong>尾击 Tail。</strong><em>近战攻击检定：</em>+13，触及15尺。<em>命中：</em>18（2d10+7）钝击伤害。若目标生物体型不超过巨型，则其陷入<u>倒地</u>状态。<br/>\n<strong>蒸汽吐息 Steam Breath（充能5~6）。</strong><em>体质豁免检定：</em>DC19，60尺<u>锥状</u>区域内的每名生物。<em>失败：</em>56（16d6）火焰伤害。<em>成功：</em>半伤。<em>失败或成功：</em>受此火焰伤害者不会因身处水下而具有此火焰伤害的抗性。\n</p>'}]"
丧尸,Zombie,MM25_Prof2_CR1_4_zombie,MM25,['中型'],False,,亡灵,,中立邪恶,8,15（2d8+6）,20尺,-2（8）,"{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '6', 'mod': '-2', 'save': '-2'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '3', 'mod': '-4', 'save': '-4'}","{'scores': '6', 'mod': '-2', 'save': '-2'}","{'scores': '5', 'mod': '-3', 'save': '-3'}",,,,毒素；力竭，中毒,,黑暗视觉60尺；被动察觉8,理解通用语以及一门其他语言，但不会说,1/4,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>不死坚韧Undead Fortitude。</strong>当丧尸因非光耀非重击伤害生命值降至0时，其进行一次体质豁免（DC为5+所受伤害）。豁免成功则改为将生命值降至1。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>猛击Slam。</strong><em>近战攻击检定：</em>+3，触及5尺。<em>命中：</em>5（1d8+1）钝击伤害。\n</p>'}]"
